Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,AvgOrderValue,FirstPurchase,CustomerLifetime,ValuePerDay,AvgTransactionValue,PurchaseFrequency,UniqueProducts
12380.0,22,11,9676.300000000001,4,5,5,14,34.93249097472925,1266235500000000000,663,14.594720965309202,879.6636363636364,0.4977375565610859,156
12381.0,5,5,1845.31,5,4,4,13,21.21045977011494,1313143020000000000,120,15.377583333333332,369.062,1.25,70
12383.0,185,5,1850.56,3,4,4,11,18.69252525252525,1293028080000000000,352,5.257272727272727,370.11199999999997,0.42613636363636365,84
12384.0,29,2,585.27,4,2,2,8,21.676666666666666,1312975380000000000,122,4.797295081967213,292.635,0.49180327868852464,26
12385.0,379,1,1938.4,2,1,4,7,29.821538461538463,1290698040000000000,379,5.114511873350923,1938.4,0.079155672823219,65
12386.0,338,2,660.8,2,2,3,7,36.71111111111111,1291801980000000000,367,1.8005449591280653,330.4,0.16348773841961853,10
12387.0,415,1,143.94,1,1,1,3,15.993333333333332,1287592020000000000,415,0.34684337349397587,143.94,0.07228915662650602,9
12388.0,16,8,3901.11,5,4,5,14,26.719931506849317,1273150440000000000,582,6.702938144329897,487.63875,0.4123711340206186,83
12389.0,403,3,1433.33,2,3,4,9,29.251632653061222,1266833700000000000,656,2.184954268292683,477.77666666666664,0.13719512195121952,41
12390.0,80,1,549.84,3,1,2,6,17.1825,1316597580000000000,80,6.873,549.84,0.375,32
12391.0,22,6,2773.42,4,4,4,12,9.86982206405694,1266228720000000000,663,4.183137254901961,462.2366666666667,0.27149321266968324,241
12392.0,591,1,234.75000000000003,1,1,1,3,33.53571428571429,1272377040000000000,591,0.3972081218274112,234.75000000000003,0.050761421319796954,7
12393.0,72,6,2399.4500000000003,3,4,4,11,22.42476635514019,1286459340000000000,428,5.606191588785047,399.90833333333336,0.4205607476635514,63
12394.0,64,2,1272.48,3,2,4,9,47.12888888888889,1304690460000000000,217,5.863963133640553,636.24,0.2764976958525346,26
12395.0,19,15,5067.27,5,5,5,15,19.94988188976378,1271412960000000000,603,8.403432835820896,337.81800000000004,0.7462686567164178,145
12396.0,674,1,931.43,1,1,3,5,14.329692307692307,1265203320000000000,674,1.3819436201780415,931.43,0.04451038575667656,65
12397.0,36,2,2409.9,4,2,4,10,19.126190476190477,1311776460000000000,135,17.851111111111113,1204.95,0.4444444444444444,110
12398.0,46,1,1635.6599999999999,4,1,4,9,19.24305882352941,1319538420000000000,46,35.55782608695652,1635.6599999999999,0.6521739130434783,85
12399.0,119,7,1962.3,3,4,4,11,17.83909090909091,1267778700000000000,645,3.0423255813953487,280.3285714285714,0.32558139534883723,67
12400.0,414,1,205.25,1,1,1,3,18.65909090909091,1287668700000000000,414,0.49577294685990336,205.25,0.07246376811594203,11
12401.0,303,1,84.3,2,1,1,4,16.86,1297259400000000000,303,0.2782178217821782,84.3,0.09900990099009901,5
12402.0,323,6,1256.9,2,4,4,10,17.955714285714286,1265546460000000000,671,1.8731743666169898,209.48333333333335,0.26825633383010433,43
12403.0,50,2,1019.36,4,2,3,9,113.26222222222222,1278416340000000000,522,1.9527969348659004,509.68,0.1149425287356322,5
12404.0,682,1,63.24,1,1,1,3,63.24,1264523100000000000,682,0.09272727272727273,63.24,0.0439882697947214,1
12405.0,149,1,1710.39,3,1,4,8,31.67388888888889,1310633520000000000,149,11.479127516778524,1710.39,0.20134228187919462,54
12406.0,22,5,6390.36,4,4,5,13,38.49614457831325,1263218640000000000,697,9.168378766140602,1278.072,0.2152080344332855,114
12407.0,50,5,1708.1200000000001,4,4,4,12,22.183376623376624,1300627260000000000,264,6.470151515151516,341.624,0.5681818181818181,57
12408.0,33,8,4340.7699999999995,4,4,5,13,27.300440251572326,1280410020000000000,498,8.716405622489958,542.5962499999999,0.48192771084337344,104
12409.0,79,7,23419.29,3,4,5,12,88.70943181818183,1274628060000000000,565,41.45007079646018,3345.612857142857,0.37168141592920356,177
12410.0,309,3,1013.71,2,3,3,8,25.342750000000002,1280064360000000000,502,2.0193426294820718,337.90333333333336,0.1792828685258964,36
12411.0,410,1,346.9,2,1,2,5,15.768181818181818,1288085100000000000,410,0.8460975609756097,346.9,0.07317073170731708,22
12412.0,75,6,2596.93,3,4,4,11,20.448267716535433,1276867320000000000,539,4.818051948051948,432.82166666666666,0.33395176252319114,82
12413.0,67,4,999.45,3,3,3,9,19.597058823529412,1288704360000000000,402,2.4861940298507466,249.8625,0.29850746268656714,41
12414.0,217,6,952.41,2,4,3,9,34.01464285714285,1283430120000000000,464,2.0526077586206894,158.73499999999999,0.3879310344827586,21
12415.0,24,28,144458.37,4,5,5,14,156.00255939524837,1277886600000000000,528,273.5953977272727,5159.2275,1.5909090909090908,498
12416.0,657,1,202.56,1,1,1,3,18.414545454545454,1266747540000000000,657,0.308310502283105,202.56,0.04566210045662101,11
12417.0,3,20,6816.91,5,5,5,15,18.42408108108108,1260095400000000000,734,9.287343324250681,340.8455,0.8174386920980927,270
12418.0,113,4,2021.2,3,3,4,10,19.815686274509805,1269010020000000000,630,3.208253968253968,505.3,0.19047619047619047,90
12419.0,386,2,503.01,2,2,2,6,20.1204,1287744000000000000,414,1.215,251.505,0.14492753623188406,23
12420.0,64,1,600.39,3,1,2,6,20.70310344827586,1317977700000000000,64,9.38109375,600.39,0.46875,29
12421.0,16,6,1098.6,5,4,3,12,16.90153846153846,1279807020000000000,505,2.175445544554455,183.1,0.3564356435643565,44
12422.0,96,17,5231.8,3,5,5,13,30.417441860465118,1261140240000000000,722,7.246260387811635,307.7529411764706,0.7063711911357341,137
12423.0,1,10,2622.39,5,5,4,14,15.893272727272727,1283247060000000000,466,5.62744635193133,262.239,0.6437768240343348,128
12424.0,163,4,3340.03,3,3,5,11,36.30467391304348,1276096500000000000,548,6.094945255474453,835.0075,0.21897810218978103,78
12425.0,78,2,1741.41,3,2,4,9,19.136373626373626,1284732600000000000,448,3.887075892857143,870.705,0.13392857142857142,87
12426.0,195,2,1345.21,2,2,4,8,17.470259740259742,1266223260000000000,663,2.028974358974359,672.605,0.09049773755656108,73
12427.0,22,3,1129.3,4,3,3,10,27.54390243902439,1291373040000000000,372,3.035752688172043,376.43333333333334,0.24193548387096772,26
12428.0,26,9,7956.46,4,5,5,14,27.062789115646257,1298971980000000000,284,28.015704225352113,884.0511111111111,0.9507042253521126,258
12429.0,9,8,7485.91,5,4,5,14,43.27115606936416,1276262880000000000,546,13.710457875457875,935.73875,0.43956043956043955,124
12430.0,43,1,256.4,4,1,1,6,23.30909090909091,1319728140000000000,43,5.962790697674418,256.4,0.6976744186046512,11
12431.0,36,27,10857.97,4,5,5,14,26.8098024691358,1263546240000000000,694,15.645489913544667,402.147037037037,1.1671469740634006,244
12432.0,43,5,5059.32,4,4,5,13,46.845555555555556,1308576420000000000,172,29.414651162790697,1011.8639999999999,0.872093023255814,107
12433.0,1,10,20581.26,5,5,5,15,29.151926345609063,1282296180000000000,477,43.14729559748427,2058.1259999999997,0.6289308176100629,285
12434.0,85,3,1103.43,3,3,3,9,15.763285714285715,1290519480000000000,381,2.8961417322834646,367.81,0.2362204724409449,62
12435.0,80,6,13925.93,3,4,5,12,124.33866071428572,1259762280000000000,737,18.895427408412484,2320.9883333333332,0.24423337856173677,88
12436.0,100,1,509.01,3,1,2,6,31.813125,1314878940000000000,100,5.0901,509.01,0.3,16
12437.0,2,39,12683.4,5,5,5,15,22.52824156305506,1259771040000000000,737,17.209497964721844,325.2153846153846,1.587516960651289,273
12438.0,14,2,2906.85,5,2,4,11,29.66173469387755,1311341340000000000,140,20.763214285714284,1453.425,0.42857142857142855,84
12439.0,683,2,1158.18,1,2,3,6,16.085833333333333,1260780000000000000,726,1.5952892561983472,579.09,0.08264462809917356,69
12440.0,462,2,859.2,1,2,3,6,26.85,1261483380000000000,718,1.196657381615599,429.6,0.08356545961002786,21
12441.0,367,1,347.1,2,1,2,5,15.77727272727273,1291805100000000000,367,0.9457765667574932,347.1,0.08174386920980926,11
12442.0,3,1,172.06,5,1,1,7,14.338333333333333,1323181320000000000,3,57.35333333333333,172.06,10.0,12
12443.0,732,1,485.31,1,1,2,4,23.11,1260200520000000000,732,0.6629918032786886,485.31,0.04098360655737705,21
12444.0,21,5,5005.46,4,4,5,13,28.440113636363638,1308664800000000000,171,29.27169590643275,1001.092,0.8771929824561403,138
12445.0,22,2,434.98,4,2,2,8,18.124166666666667,1287145680000000000,421,1.033206650831354,217.49,0.14251781472684086,24
12446.0,58,1,1002.3100000000001,4,1,3,8,17.584385964912283,1318510200000000000,58,17.281206896551726,1002.3100000000001,0.5172413793103449,57
12447.0,243,1,476.49,2,1,2,5,18.326538461538462,1302441900000000000,243,1.9608641975308643,476.49,0.1234567901234568,26
12448.0,44,1,449.45,4,1,2,7,20.429545454545455,1319636760000000000,44,10.214772727272727,449.45,0.6818181818181819,22
12449.0,22,6,4835.89,4,4,5,13,24.05915422885572,1285580220000000000,439,11.015694760820047,805.9816666666667,0.4100227790432802,125
12450.0,156,5,688.2,3,4,3,10,18.6,1282482660000000000,474,1.4518987341772154,137.64000000000001,0.3164556962025316,31
12451.0,11,8,12669.88,5,4,5,14,24.794285714285714,1277729880000000000,529,23.950623818525518,1583.735,0.45368620037807184,352
12452.0,17,2,430.57,5,2,2,9,19.571363636363635,1322035500000000000,17,25.32764705882353,215.285,3.5294117647058822,21
12453.0,134,1,707.09,3,1,3,7,16.443953488372095,1311862080000000000,134,5.27679104477612,707.09,0.22388059701492538,43
12454.0,56,5,16679.78,4,4,5,13,416.99449999999996,1287077580000000000,421,39.61942992874109,3335.9559999999997,0.35629453681710216,24
12455.0,73,10,5879.95,3,5,5,13,25.902863436123347,1261139580000000000,722,8.143975069252077,587.995,0.41551246537396125,199
12456.0,44,3,3181.04,4,3,5,12,25.44832,1301476320000000000,255,12.474666666666666,1060.3466666666666,0.35294117647058826,105
12457.0,66,8,2995.91,3,4,5,12,35.665595238095236,1285869540000000000,435,6.887149425287356,374.48875,0.5517241379310345,63
12458.0,71,4,1777.49,3,3,4,10,21.160595238095237,1281349980000000000,488,3.6423975409836067,444.3725,0.24590163934426232,71
12459.0,605,1,454.36,1,1,2,4,19.754782608695653,1271170380000000000,605,0.75100826446281,454.36,0.04958677685950413,23
12460.0,456,1,326.65,1,1,2,4,18.147222222222222,1284040260000000000,456,0.7163377192982455,326.65,0.06578947368421052,18
12461.0,94,2,826.88,3,2,3,8,23.62514285714286,1310120580000000000,155,5.3347096774193545,413.44,0.3870967741935484,35
12462.0,19,2,1189.59,5,2,3,10,19.186935483870965,1297262640000000000,303,3.9260396039603958,594.795,0.19801980198019803,51
12463.0,53,4,1344.78,4,3,4,11,16.202168674698793,1302612420000000000,242,5.5569421487603305,336.195,0.49586776859504134,65
12464.0,10,8,1212.05,5,4,3,12,41.79482758620689,1296739800000000000,309,3.922491909385113,151.50625,0.7766990291262136,6
12465.0,17,2,742.1899999999999,5,2,3,10,15.79127659574468,1308836220000000000,169,4.391656804733728,371.09499999999997,0.35502958579881655,46
12466.0,682,1,56.73,1,1,1,3,56.73,1264523160000000000,682,0.08318181818181818,56.73,0.0439882697947214,1
12467.0,423,1,132.8,1,1,1,3,14.755555555555556,1286898060000000000,423,0.31394799054373523,132.8,0.07092198581560284,9
12468.0,188,5,3670.74,3,4,5,12,24.4716,1264500540000000000,683,5.374436310395314,734.1479999999999,0.21961932650073207,127
12469.0,523,2,3070.54,1,2,5,8,40.40184210526316,1277116200000000000,537,5.717951582867784,1535.27,0.111731843575419,76
12470.0,690,1,211.95,1,1,1,3,9.215217391304348,1263898860000000000,690,0.30717391304347824,211.95,0.043478260869565216,23
12471.0,2,79,39963.79,5,5,5,15,35.148452066842566,1260182460000000000,733,54.52085948158254,505.8707594936709,3.233287858117326,255
12472.0,32,19,17880.59,4,5,5,14,19.62743139407245,1260787740000000000,726,24.628911845730027,941.0836842105264,0.7851239669421488,397
12473.0,29,5,3938.5499999999997,4,4,5,13,23.443749999999998,1306923300000000000,192,20.51328125,787.7099999999999,0.78125,140
12474.0,17,31,12424.45,5,5,5,15,17.499225352112678,1265881260000000000,667,18.62736131934033,400.7887096774194,1.394302848575712,369
12475.0,54,2,1149.64,4,2,3,9,18.846557377049184,1288082940000000000,410,2.8040000000000003,574.82,0.14634146341463417,54
12476.0,16,23,14115.41,5,5,5,15,27.35544573643411,1280135040000000000,502,28.118346613545818,613.7134782608696,1.3745019920318724,358
12477.0,23,9,20276.37,4,5,5,14,35.95101063829787,1269612060000000000,623,32.546340288924554,2252.93,0.4333868378812199,295
12478.0,4,1,680.99,5,1,3,9,18.91638888888889,1323165360000000000,4,170.2475,680.99,7.5,36
12479.0,11,1,527.2,5,1,2,8,17.006451612903227,1322486760000000000,11,47.92727272727273,527.2,2.7272727272727275,31
12480.0,28,7,5464.85,4,4,5,13,22.58202479338843,1279632060000000000,507,10.77879684418146,780.6928571428572,0.4142011834319527,177
12481.0,23,15,12361.39,4,5,5,14,31.61480818414322,1270991400000000000,607,20.36472817133443,824.0926666666667,0.7413509060955519,248
12482.0,576,29,23691.4,1,5,5,11,116.1343137254902,1267007040000000000,654,36.225382262996945,816.944827586207,1.3302752293577982,42
12483.0,17,19,5120.58,5,5,5,15,36.83870503597122,1264944480000000000,677,7.563633677991137,269.5042105263158,0.8419497784342689,68
12484.0,33,12,6370.15,4,5,5,14,13.410842105263157,1264610460000000000,681,9.354111600587371,530.8458333333333,0.5286343612334802,329
12485.0,529,1,708.1,1,1,3,5,20.826470588235296,1277738520000000000,529,1.3385633270321362,708.1,0.05671077504725898,34
12486.0,432,1,1037.28,1,1,3,5,21.168979591836734,1286194440000000000,432,2.401111111111111,1037.28,0.06944444444444445,49
12487.0,731,1,285.29999999999995,1,1,1,3,142.64999999999998,1260358560000000000,731,0.39028727770177835,285.29999999999995,0.04103967168262654,2
12488.0,10,3,1298.66,5,3,4,12,23.612000000000002,1316946840000000000,76,17.08763157894737,432.8866666666667,1.1842105263157896,46
12489.0,336,1,334.93,2,1,2,5,22.328666666666667,1294405980000000000,336,0.9968154761904762,334.93,0.08928571428571429,15
12490.0,5,21,9823.64,5,5,5,15,21.26329004329004,1259671920000000000,738,13.311165311653117,467.79238095238094,0.8536585365853658,195
12491.0,39,1,460.40000000000003,4,1,2,7,17.70769230769231,1320149880000000000,39,11.805128205128206,460.40000000000003,0.7692307692307692,25
12492.0,63,3,715.21,3,3,3,9,17.028809523809525,1288623480000000000,403,1.7747146401985112,238.40333333333334,0.22332506203473945,38
12493.0,166,2,433.74,3,2,2,7,19.715454545454545,1306421580000000000,197,2.201725888324873,216.87,0.30456852791878175,20
12494.0,16,9,1872.8700000000001,5,5,4,14,16.872702702702703,1273672320000000000,576,3.251510416666667,208.0966666666667,0.46875,83
12495.0,641,1,357.4,1,1,2,4,21.023529411764706,1268131980000000000,641,0.557566302652106,357.4,0.046801872074883,17
12496.0,620,2,54.09,1,2,1,4,4.160769230769231,1269871020000000000,620,0.08724193548387098,27.045,0.0967741935483871,10
12497.0,82,3,6248.5,3,3,5,11,109.62280701754386,1267781940000000000,645,9.687596899224806,2082.8333333333335,0.13953488372093023,41
12498.0,21,3,403.70000000000005,4,3,2,9,17.55217391304348,1318498200000000000,58,6.960344827586208,134.5666666666667,1.5517241379310345,21
12499.0,560,1,393.72,1,1,2,4,14.582222222222223,1275059520000000000,560,0.7030714285714286,393.72,0.05357142857142857,27
12500.0,23,19,5955.21,4,5,5,14,40.7891095890411,1265295900000000000,673,8.848751857355126,313.4321052631579,0.8469539375928677,88
12501.0,337,1,2169.39,2,1,4,7,14.559664429530201,1294403280000000000,337,6.437359050445103,2169.39,0.08902077151335312,149
12502.0,96,5,3723.87,3,4,5,12,25.332448979591835,1296729660000000000,310,12.012483870967742,744.774,0.48387096774193544,102
12503.0,584,1,1126.0,1,1,3,5,563.0,1272981540000000000,584,1.928082191780822,1126.0,0.051369863013698634,2
12504.0,18,4,779.05,5,3,3,11,38.9525,1271931840000000000,597,1.3049413735343383,194.7625,0.20100502512562815,11
12505.0,409,1,955.2,2,1,3,6,22.742857142857144,1288171080000000000,409,2.3354523227383863,955.2,0.07334963325183375,42
12506.0,233,1,73.5,2,1,1,4,3.1956521739130435,1303376040000000000,233,0.315450643776824,73.5,0.12875536480686695,23
12507.0,134,4,1844.06,3,3,4,10,37.633877551020404,1272964980000000000,585,3.1522393162393163,461.015,0.20512820512820512,46
12508.0,26,2,398.27,4,2,2,8,5.772028985507246,1320942420000000000,29,13.733448275862068,199.135,2.0689655172413794,57
12509.0,284,1,176.5,2,1,1,4,25.214285714285715,1298904300000000000,284,0.6214788732394366,176.5,0.1056338028169014,7
12510.0,143,9,5178.02,3,5,5,13,35.71048275862069,1259934420000000000,735,7.044925170068028,575.3355555555556,0.3673469387755102,94
12511.0,429,1,3084.02,1,1,5,7,16.231684210526314,1286447940000000000,429,7.188857808857809,3084.02,0.06993006993006992,190
12512.0,66,2,138.03,3,2,1,6,4.059705882352941,1317739980000000000,66,2.0913636363636363,69.015,0.9090909090909091,31
12513.0,113,1,612.29,3,1,2,6,17.494,1313751060000000000,113,5.418495575221239,612.29,0.26548672566371684,35
12514.0,267,2,1597.76,2,2,4,8,19.02095238095238,1268050680000000000,642,2.4887227414330217,798.88,0.09345794392523366,76
12515.0,353,1,383.7,2,1,2,5,23.98125,1292946180000000000,353,1.086968838526912,383.7,0.08498583569405098,16
12516.0,78,4,2648.62,3,3,4,10,35.792162162162164,1271686440000000000,599,4.421736227045075,662.155,0.2003338898163606,49
12517.0,28,5,2502.84,4,4,4,12,8.812816901408452,1307027580000000000,190,13.17284210526316,500.56800000000004,0.7894736842105263,232
12518.0,1,5,2056.89,5,4,4,13,16.58782258064516,1313932680000000000,110,18.698999999999998,411.378,1.3636363636363638,84
12519.0,64,2,726.54,3,2,3,8,18.1635,1282292460000000000,477,1.5231446540880502,363.27,0.12578616352201258,34
12520.0,79,5,2634.26,3,4,4,11,17.330657894736845,1299843300000000000,274,9.614087591240876,526.8520000000001,0.5474452554744526,121
12521.0,143,1,599.68,3,1,2,6,15.781052631578946,1311159060000000000,143,4.193566433566433,599.68,0.2097902097902098,38
12522.0,39,2,192.72,4,2,1,7,16.06,1319035260000000000,51,3.7788235294117647,96.36,1.1764705882352942,11
12523.0,19,23,4372.15,5,5,5,15,17.488599999999998,1260193560000000000,732,5.972882513661202,190.09347826086955,0.9426229508196722,176
12524.0,9,17,11126.11,5,5,5,15,46.35879166666667,1265640060000000000,669,16.630956651718986,654.4770588235294,0.7623318385650224,157
12525.0,498,3,973.73,1,3,3,7,16.228833333333334,1267538460000000000,647,1.5049922720247295,324.57666666666665,0.1391035548686244,56
12526.0,1,3,1316.66,5,3,4,12,18.54450704225352,1315318740000000000,94,14.007021276595745,438.8866666666667,0.9574468085106383,64
12527.0,82,5,735.51,3,4,3,10,22.9846875,1277739420000000000,529,1.3903780718336485,147.102,0.2835538752362949,26
12528.0,9,6,1933.48,5,4,4,13,21.01608695652174,1296464700000000000,313,6.177252396166134,322.24666666666667,0.5750798722044729,50
12529.0,528,1,316.48,1,1,2,4,15.07047619047619,1277817000000000000,528,0.5993939393939395,316.48,0.056818181818181816,21
12530.0,60,9,3759.26,3,5,5,13,23.792784810126584,1267972620000000000,642,5.855545171339564,417.6955555555556,0.42056074766355145,94
12531.0,15,2,1933.2,5,2,4,11,15.222047244094489,1264169820000000000,686,2.8180758017492713,966.6,0.08746355685131195,126
12532.0,30,1,349.83000000000004,4,1,2,7,21.864375000000003,1320846420000000000,30,11.661000000000001,349.83000000000004,1.0,16
12533.0,628,2,1367.89,1,2,4,7,18.998472222222222,1259668200000000000,739,1.8510013531799732,683.945,0.08119079837618404,63
12534.0,131,1,1089.18,3,1,3,7,17.28857142857143,1312194360000000000,131,8.314351145038168,1089.18,0.22900763358778628,63
12535.0,92,2,716.35,3,2,3,8,21.069117647058825,1307364420000000000,187,3.8307486631016046,358.175,0.32085561497326204,28
12536.0,43,3,12601.830000000002,4,3,5,12,48.282873563218395,1318344720000000000,59,213.59033898305088,4200.610000000001,1.5254237288135595,260
12537.0,409,1,732.94,2,1,3,6,17.04511627906977,1288168560000000000,409,1.792029339853301,732.94,0.07334963325183375,43
12538.0,29,2,640.45,4,2,3,9,18.836764705882356,1290776520000000000,378,1.6943121693121694,320.225,0.15873015873015872,33
12539.0,22,7,11214.75,4,4,5,13,22.251488095238095,1261573200000000000,716,15.663058659217876,1602.107142857143,0.29329608938547486,276
12540.0,20,33,22254.49,4,5,5,14,28.864448767833984,1260204960000000000,732,30.4023087431694,674.3784848484848,1.3524590163934427,354
12541.0,30,3,981.18,4,3,3,10,18.868846153846153,1299231120000000000,281,3.4917437722419926,327.06,0.32028469750889677,46
12542.0,484,2,481.88,1,2,2,5,12.355897435897436,1268151960000000000,640,0.7529375,240.94,0.09375,39
12543.0,448,1,980.25,1,1,3,5,22.796511627906977,1284738660000000000,448,2.1880580357142856,980.25,0.06696428571428571,43
12544.0,36,1,372.7,4,1,2,7,19.61578947368421,1320336900000000000,36,10.352777777777778,372.7,0.8333333333333334,19
12545.0,75,2,1000.39,3,2,3,8,20.0078,1301054640000000000,260,3.8476538461538463,500.195,0.23076923076923078,42
12546.0,47,2,1161.5,4,2,3,9,16.833333333333332,1316771040000000000,78,14.89102564102564,580.75,0.7692307692307692,59
12547.0,198,3,383.58,2,3,2,7,18.265714285714285,1280238900000000000,500,0.76716,127.86,0.18,13
12548.0,166,1,95.19999999999999,3,1,1,5,19.04,1309102500000000000,166,0.5734939759036144,95.19999999999999,0.18072289156626506,5
12549.0,576,6,1575.68,1,4,4,9,32.15673469387755,1263212940000000000,698,2.2574212034383954,262.61333333333334,0.25787965616045844,38
12550.0,79,1,964.83,3,1,3,7,16.92684210526316,1316615700000000000,79,12.213037974683544,964.83,0.379746835443038,57
12551.0,358,1,168.0,2,1,1,4,16.8,1292584980000000000,358,0.4692737430167598,168.0,0.08379888268156424,10
12552.0,39,2,437.82,4,2,2,8,21.891,1320063060000000000,40,10.9455,218.91,1.5,20
12553.0,8,12,4608.75,5,5,5,15,19.36449579831933,1286890500000000000,423,10.895390070921986,384.0625,0.851063829787234,109
12554.0,449,1,468.5,1,1,2,4,18.01923076923077,1284726540000000000,449,1.0434298440979954,468.5,0.06681514476614699,26
12555.0,682,1,129.23,1,1,1,3,129.23,1264523160000000000,682,0.18948680351906158,129.23,0.0439882697947214,1
12556.0,50,2,603.71,4,2,2,8,4.989338842975207,1310391300000000000,151,3.9980794701986757,301.855,0.3973509933774835,100
12557.0,16,8,18716.14,5,4,5,14,322.69206896551725,1261046340000000000,723,25.886777316735824,2339.5175,0.33195020746887965,15
12558.0,8,1,269.96,5,1,1,7,24.54181818181818,1322822460000000000,8,33.745,269.96,3.75,11
12559.0,311,2,561.71,2,2,2,6,26.74809523809524,1295863920000000000,320,1.7553437500000002,280.855,0.1875,21
12560.0,5,3,2134.01,5,3,4,12,20.323904761904764,1311090900000000000,143,14.923146853146855,711.3366666666667,0.6293706293706294,91
12561.0,303,1,238.85,2,1,1,4,14.928125,1297337940000000000,303,0.7882838283828383,238.85,0.09900990099009901,16
12562.0,8,9,4966.92,5,5,5,15,23.99478260869565,1285852380000000000,435,11.418206896551725,551.88,0.6206896551724138,113
